

(26.97965934, -5.487861883)




(41.3461195, 25.685545120)

(25.3371820, -29.311138931)

(79.1590423, 64.47945738)

(58.326261139, 89.99508561)
(65.889370802, 72.93175018)





(56.59142557, 76.9747276)

(55.27845160, -63.34987238)
(33.123572903, -39.3034930)


(76.330978512, 43.6192268)









(42.447575128, -77.095872641)
(35.606570091, 74.45326736)
(59.1631611, 15.802651292)

(80.8555432, 8.03829841)
(62.563742591, -0.626974362)


(9.6584471, 70.585028016)
(79.99503140, -32.451804272)
(88.524988348, 49.006257671)




(70.25405032, 89.821066902)

(50.61442154, 65.9102075)


(72.2560891, -29.268521480)

(10.007466331, 64.7339316)

(11.72447930, 53.870484625)
(75.73813051, 81.2813850)
(76.14623590, -35.22755256)

(61.56530369, 53.8665124)

(17.73389860, 16.00049438)
(10.12610637, 12.7016065)


(6.6782858, -83.458239646)

(70.0216052, -46.746669661)

(4.96834199, -25.75443825)
(13.0073393, -22.50296976)
(70.2419109, 37.28817246)



(49.9045913, -10.2195025)
(89.91484349, 30.0182943)


(46.40751691, 3.767621430)

(7.6052911, 49.7642879)


(4.66527233, -47.49299558)
(49.609705469, -86.937190385)





(10.6120176, -76.6117115)
(78.508877688, 11.9381473)
(15.46766056, -6.1087463)



(15.976647792, 23.801516748)

(1.71900243, -61.0168705)


(47.97944754, 2.891106621)
(35.488790677, -67.3464123)

(49.03910349, 34.284696748)






(66.5304229, -70.6940204)
(85.00855284, -82.138979468)

(32.30813178, -86.125078515)
(39.544505310, 49.71923065)
(9.2202929, -17.463991189)
(66.44384797, -81.8682578)

(56.8973809, 46.0732475)

(81.3719597, 11.68565609)
(15.71526385, 74.61968117)


(9.0050827, -15.0756079)
(36.287838347, 76.33873633)
(21.09553568, -60.532150282)

(17.2406629, 47.751043363)

(45.194620646, -17.861318126)
(61.660835668, 21.8695436)
(22.66392489, 63.4433369)
(12.92044596, -3.29749331)
(79.065161391, 5.547754939)


(51.89921904, 66.338581105)
(1.0277193, 42.73746095)
(43.92106480, -74.284071523)

(48.9060832, -83.3285763)
(2.7176530, 40.560897956)
(29.1711865, -37.8633384)
(44.7991398, 16.367713272)
(1.027016544, 4.705743647)
(49.339473592, -86.5047818)
(24.47851526, 73.66485348)

(69.147334791, 48.38916595)
(64.99724483, 12.208086952)
(2.24474537, 39.364964323)


(5.092646951, -69.549108352)
(29.499543055, -76.88075034)
